Temp_Code,PH_Code,EC_Code,EC,PH,Temp,D
B,B,C,31,12,11,14.923909134575847
C,B,C,39,13,38,16.67560869007062
C,A,B,12,9,28,11.027154038478068
C,A,C,23,8,31,14.137989086850107
A,C,C,21,2,4,17.331130960819678
C,C,C,40,3,47,15.628626452471128
C,A,C,28,8,38,15.012420062680174
A,B,C,40,13,1,14.25110227105609
C,B,A,3,10,35,8.905458038886591
C,B,B,16,11,38,12.754481860665758
C,B,C,40,12,35,15.046592039446093
C,B,B,13,10,39,11.67729686794635
B,C,B,17,1,20,11.882640848717909
A,A,B,12,7,10,5.65979233622615
C,A,A,1,8,38,6.987143239980509
A,C,C,37,1,4,11.187672467084564
C,B,B,17,13,31,13.014502013143833
B,B,B,12,13,18,13.168032420045865
A,A,A,2,7,8,2.734243886688732
A,B,C,38,14,3,15.611281481192096
A,C,C,35,1,5,14.056714937297857
C,A,A,3,7,45,5.643393334760873
C,C,C,35,3,36,19.587152146968123
C,A,C,22,7,54,15.258152307912193
C,B,B,17,10,22,12.180830632752258
B,C,B,11,2,14,13.742488303088326
C,B,B,16,12,26,13.253442598625035
C,B,A,3,11,21,9.928143078530336
A,C,C,26,1,9,12.585026293411435
C,B,C,28,14,21,14.477939335899514
C,C,B,14,6,40,13.951110132252266
A,C,A,4,6,0,6.651257073216223
A,A,C,27,7,9,11.058955106584873
C,C,C,25,1,29,19.2991817880372
A,B,A,1,12,6,6.827151430535173
B,A,A,8,9,18,3.1285282241770545
C,C,C,39,1,38,17.375419781252887
C,B,C,32,11,50,19.086528867564684
A,B,C,29,11,0,12.856515111018803
C,A,B,11,7,51,9.013438587911196
A,B,C,28,10,1,10.181405330697734
B,C,B,15,3,14,7.681458317890245
C,A,C,31,7,23,17.565118419393894
C,B,C,29,12,24,15.944515529764292
B,C,C,40,4,12,18.476880262611964
C,B,C,24,13,36,13.946190338920784
A,B,A,9,13,3,5.157097655384119
B,C,B,19,4,15,8.828825612966416
C,B,B,14,11,24,13.721374983469104
C,A,B,14,8,47,10.483897898095886
C,C,A,5,2,34,8.42375951861748
A,C,A,6,6,1,7.440209286666986
C,B,B,15,13,58,11.757459416674404
A,A,B,11,9,10,5.148062236974306
C,B,C,34,11,38,18.099009459001607
C,C,A,4,1,55,11.592294746977984
A,A,A,7,8,7,4.239632727818181
B,C,C,29,3,17,14.75142740247222
C,C,A,5,4,30,12.596418486500001
C,B,C,23,10,53,19.727615639798934
C,B,B,10,14,36,12.68409732258382
B,A,C,28,7,13,13.239783677070879
A,B,C,25,11,4,9.837291800651775
B,C,C,31,1,16,12.625793704840182
C,C,C,23,1,35,17.240230078942766
B,B,B,18,12,19,13.4302937028807
C,C,C,30,3,24,20.410399144923637
C,A,B,11,8,44,9.688110906009731
C,C,C,26,5,50,20.547831529913687
C,C,C,29,3,35,16.940200080578755
B,C,B,19,4,16,12.515262412001764
C,B,C,34,14,55,18.45839139147741
C,C,A,8,5,29,13.19869526778686
A,A,B,13,8,6,4.570853582042754
C,B,B,10,12,50,12.461559609181252
C,C,A,5,2,26,12.457309160694535
C,C,C,35,5,59,17.462782939276924
C,A,C,25,8,22,16.27527077365054
A,A,A,1,7,4,4.781123004099368
C,C,C,35,1,24,19.593585302502632
C,C,B,16,3,29,15.541783093606547
C,C,A,9,2,41,14.096818392296896
C,A,B,11,9,22,9.681857296492076
C,B,B,18,10,49,11.239654503831137
C,B,B,16,10,34,12.687705425586557
C,C,C,27,2,25,20.121595255549877
B,A,B,15,8,14,8.824311664124883
C,B,C,26,11,57,17.448571299081017
A,A,A,4,9,2,4.320958911526236
A,C,C,37,3,9,17.026918574885404
C,A,B,10,9,36,9.706668413212697
C,C,A,1,0,29,10.917501554981005
C,B,C,40,12,37,17.343633559219608
A,B,A,8,12,4,4.875518177421263
C,B,B,10,10,42,12.278704430204368
C,C,C,30,4,44,16.755872617254113
A,A,C,24,7,0,7.3462214223003715
C,C,C,33,5,43,19.217472109990698
B,C,B,11,0,17,14.524570066084301
C,C,B,11,6,47,15.658976163511207
A,B,C,22,14,8,12.56277385920245
C,B,A,9,10,42,11.125027745352192
C,C,A,5,1,51,11.999022955065357
C,A,C,30,8,32,15.005834469410463
C,B,B,16,11,59,11.424156303973673
C,C,B,14,3,59,13.173870092077708
A,B,C,22,10,10,14.301804431072775
C,B,A,6,11,35,8.987517764621563
A,C,B,19,4,2,9.692155362598415
C,B,A,4,12,44,10.17180618519986
C,B,B,11,14,40,13.592968062250765
C,C,B,12,2,57,13.754902012595295
A,C,A,6,6,10,9.555925886892853
B,C,C,31,0,15,16.54967811874374
C,C,C,39,4,40,19.404981959971803
C,C,C,29,1,31,15.933003666366616
A,C,B,11,5,9,8.670036966090342
C,B,C,22,12,38,18.425613350708353
C,B,A,8,11,39,9.961857873576935
A,B,C,34,11,2,10.788160890321315
C,B,C,27,11,23,17.68404881730787
C,A,A,5,7,24,5.987100905912907
C,C,C,21,3,37,16.636293887614016
C,A,C,31,9,32,12.679614343927827
C,A,C,28,9,49,11.351952316353934
C,B,A,4,14,50,10.802193093901408
A,C,A,7,1,7,8.042701718541405
C,C,C,39,4,55,20.554755416348186
C,A,C,31,9,53,17.108993222560198
B,C,C,20,6,14,17.430787054852555
A,C,A,6,6,0,6.663015996740648
C,C,C,38,1,58,19.64850526902554
B,A,C,25,9,16,15.996430554399183
C,A,B,13,7,25,9.635566673291326
C,B,A,5,11,28,9.918091517150865
C,C,A,2,6,23,13.310923714118639
C,C,C,23,2,45,18.075976433603458
C,B,C,40,14,34,18.250167726598946
C,C,C,32,1,60,17.949666399636435
B,A,B,18,8,15,9.924051750869923
B,C,C,36,2,18,16.431696075871308
C,B,B,18,14,38,12.919675801437513
C,B,C,34,12,45,18.690200015084827
C,C,C,32,4,56,14.943073226621658
C,C,C,25,5,50,16.04894515101874
C,C,C,39,6,51,17.948639091080636
C,B,B,17,10,26,12.724864114273675
C,C,B,17,6,49,13.671099464152675
A,B,B,10,13,6,8.522289850072392
B,A,B,10,9,13,5.487531298722464
C,C,C,37,6,35,17.81430374647232
C,C,C,37,6,49,15.030634200185286
C,A,A,4,7,55,7.724717978067721
C,C,A,3,0,48,13.32606224217804
B,C,C,26,6,17,18.268531066658092
C,B,A,6,14,60,12.015860993400237
C,C,C,33,4,56,20.16841366974394
A,C,B,17,2,0,7.81611790755417
C,C,A,5,3,32,12.243710929488252
C,C,B,12,5,51,13.022582799036027
A,C,C,21,4,9,13.895116564373252
C,C,B,19,5,30,12.721816517531774
A,C,C,22,1,6,12.784752708324918
C,B,A,8,11,56,11.223083126630021
A,A,A,9,8,10,4.8531631691566535
C,B,B,13,14,25,12.033889192127821
B,C,C,22,2,16,15.936345544252472
C,B,A,1,14,22,11.6921419459782
C,B,A,4,10,58,10.61676994836048
A,B,C,33,13,8,10.143084719997992
C,A,C,23,8,28,14.0302215354908
C,C,B,13,6,40,13.556586428530899
C,A,C,25,7,35,12.957590567886449
C,C,C,20,3,56,20.50271748557983
A,C,C,25,3,8,13.400658494682588
C,C,B,15,4,47,12.067757202810032
A,A,C,28,9,3,7.287461810100661
C,B,C,39,13,35,18.43755661646992
C,B,C,34,14,41,14.926759070227636
B,B,B,16,10,18,12.04884530410693
B,C,C,31,0,20,20.468593447931188
A,B,C,25,10,7,13.975898669425074
C,A,C,38,7,48,12.841375869692275
C,C,A,7,6,54,10.646982995012026
B,B,C,39,13,14,13.815144747189478
C,B,A,5,13,41,11.32375007756858
C,C,C,30,5,50,16.51089227398514
B,C,C,39,4,12,15.94593919320819
C,C,A,3,2,59,11.651970414028504
C,B,A,5,11,21,11.697533755945987
C,C,C,35,1,44,20.50202276320728
C,C,B,10,1,40,12.090047923473227
C,C,C,24,5,50,19.7164778848249
C,B,C,28,11,30,18.66222078944051
C,C,B,15,3,47,15.938455225119366
C,C,C,27,4,35,19.764261090885245
C,C,B,19,2,51,12.474144725985777
C,C,C,33,6,44,16.816120137726102
C,C,C,28,4,47,21.385004330235066
B,A,A,3,8,17,8.265446458908409
B,C,B,11,0,16,11.876017675409617
A,C,C,25,4,3,12.174627764149724
C,B,C,31,11,39,17.84063202235175
C,B,A,2,12,38,11.246446763482897
C,B,B,10,13,34,13.675865604887324
B,B,C,36,14,18,16.321437339639168
C,B,C,25,14,32,19.027489072004723
C,B,A,5,12,42,10.000691041629429
B,C,B,14,0,16,13.998314700974309
C,C,B,11,2,35,12.353046148446445
B,B,B,17,12,11,11.406272599947574
A,C,B,14,1,10,10.727771351962957
C,B,A,6,13,60,9.778216548150112
C,C,C,37,0,55,21.131234879369487
B,A,A,6,8,17,8.05965939418154
C,C,B,15,6,27,11.866546565873023
A,C,C,40,0,4,14.97262338011646
B,C,C,29,0,13,14.201921706161606
C,B,A,1,14,36,10.166048664524396
C,C,C,33,6,43,15.788064096838802
A,B,C,24,13,9,12.655877262738262
C,A,B,18,7,25,9.744869807080079
C,C,C,27,5,55,18.75782421130204
A,C,C,29,1,5,13.419856366320767
C,C,C,24,4,45,21.064652155684843
C,B,A,2,12,37,13.034317801719308
A,C,C,30,6,8,15.34681151411247
C,A,A,6,7,39,8.103569114989238
A,C,C,33,5,5,12.910160835791743
C,C,A,1,6,26,13.149962763030787
C,B,B,11,11,29,12.029868298109257
C,C,C,39,0,23,21.354694839162132
B,C,C,21,3,19,16.7663147851382
B,A,C,26,7,18,11.465817283489061
B,C,C,21,2,15,20.128066398623286
C,A,B,18,7,32,9.747813167621022
C,B,C,23,13,24,18.729010811518286
B,B,C,40,12,11,16.22304091958683
C,C,C,27,1,59,19.79669547834746
B,B,C,25,10,15,15.979617255576853
C,B,C,29,12,41,16.030811909161876
B,B,B,13,13,18,13.070492372864388
A,A,B,11,7,7,5.6842336684848975
C,A,C,29,9,46,13.943243017747248
C,C,C,22,4,22,16.020940073755128
C,C,B,17,4,32,14.000685231978569
C,B,B,16,12,56,12.815728093094533
A,B,C,28,14,7,10.402923000317772
C,C,A,7,0,24,11.051600554718608
C,C,A,6,1,46,11.191944009546184
C,B,B,15,13,41,11.934082981901344
C,C,C,38,2,51,17.397275969597263
C,B,C,32,13,35,16.73560575650869
C,C,C,32,0,43,21.469229807942064
C,B,A,2,14,54,10.066024178618829
A,C,C,33,4,6,11.765286057747357
C,B,C,27,12,58,19.03545226252215
C,C,C,25,2,34,18.071924965115397
C,A,B,13,9,34,10.22002487126414
A,B,C,40,13,7,9.951826172863175
C,A,A,8,9,46,9.161477793869457
B,B,B,10,10,17,12.809617279059026
C,C,C,36,4,44,18.818689432715832
C,A,C,37,9,23,13.342629092001808
C,C,C,33,1,54,15.493257884918147
C,B,A,1,12,60,8.935268369294448
C,A,C,37,7,50,15.446673295398739
B,B,C,25,13,15,19.758204572895632
C,C,C,31,0,36,16.654542481096307
C,B,C,27,13,41,17.86462184944133
C,B,C,34,10,58,15.46039636546683
A,B,B,11,12,4,7.666102382499915
B,A,C,20,8,16,7.177463678079475
C,A,C,22,7,56,12.981857491525716
C,A,B,18,8,40,9.543418398042167
A,C,C,22,0,0,14.962340866614479
C,C,C,40,3,45,15.140269222069694
B,C,B,10,3,17,12.982156131040124
C,B,C,28,10,57,14.77618683506084
C,A,C,31,7,29,10.907079367906352
B,A,C,26,8,12,16.61186774240388
C,A,A,7,9,44,5.740900660183006
C,C,A,1,5,40,13.593543084025862
B,C,C,35,1,20,18.623827715486442
C,B,A,8,14,45,10.041766352915037
C,C,A,9,6,23,12.543572303149624
C,C,B,15,0,58,12.31887230402048
B,B,A,7,10,20,9.596410267967881
C,C,B,11,3,30,15.257146721133914
C,B,C,30,14,30,19.907162745515443
B,B,A,6,11,13,11.13766076384572
C,C,C,27,6,40,19.595383088540533
B,A,A,8,9,19,8.444873447609247
C,C,C,29,5,56,16.256462820329713
B,A,B,12,7,12,9.743240840243537
C,C,A,6,3,28,10.204283060599185
B,B,C,33,10,17,14.163420622277595
C,A,B,12,9,46,9.358992379631571
C,C,B,14,0,45,13.451099307721396
C,C,C,31,0,25,14.875128655113162
B,B,B,14,14,16,12.097845273126937
C,C,C,34,1,35,20.693564722210887
A,C,C,22,0,2,13.112989727818125
A,A,B,14,7,6,5.357562543058266
B,A,C,20,7,15,10.616678352659028
C,B,B,17,13,30,13.009338840896346
C,B,C,26,14,36,18.592959167340258
C,C,C,24,5,39,21.535347622911715
C,C,C,22,3,39,15.95315706488289
A,B,C,32,13,1,13.855589044849625
C,C,B,12,3,29,13.889509403812408
C,C,B,14,3,30,15.266711445851898
C,C,C,35,5,28,20.159205939135646
A,A,C,24,8,1,10.194835842606386
C,C,B,18,2,31,13.254001380113149
C,C,C,34,4,55,16.33201963391929
C,B,C,34,13,25,16.90890123477506
C,B,C,30,14,36,18.966116701348497
B,A,C,40,8,17,14.859804276676439
C,A,B,10,7,31,10.177814062182339
C,A,B,18,8,21,10.016653673030753
C,A,B,14,7,28,9.346123908916583
C,A,A,7,9,47,5.9817260805132335
A,B,C,38,11,3,13.086668322246302
A,C,C,28,2,8,14.826538332539862
A,C,A,8,1,6,7.103827094033669
C,C,C,20,6,22,18.570347780104832
B,A,C,29,7,15,16.550578255369274
C,C,B,15,0,46,11.797368087310133
C,C,C,36,3,36,16.69724580397735
C,B,C,36,10,42,18.619449259103632
C,B,C,29,13,41,17.93804598437071
C,C,A,7,6,29,9.730661857522318
A,A,B,19,9,10,5.615241266604915
C,A,C,40,7,21,15.445708924997867
B,C,C,36,1,16,17.98118096682195
C,C,C,25,6,33,18.283483504492164
C,A,A,3,8,44,6.495845885786368
A,C,C,23,1,7,14.40648655166018
C,B,C,20,14,47,17.330599815911654
C,B,C,36,12,33,17.994027085360273
A,C,C,34,6,9,13.674681378625921
B,C,C,27,6,16,15.677267633276129
A,B,C,40,12,7,9.436935828207142
A,C,B,14,1,9,8.567347073114986
C,C,A,2,2,38,10.734211502586646
C,A,A,9,7,50,7.87518101246277
C,C,C,29,0,26,19.044359042339376
C,C,C,26,5,50,21.213849843259336
C,C,A,4,6,24,12.054501173749088
A,C,B,19,2,6,8.887842475810153
C,B,C,29,14,59,15.946022913361729
C,A,A,1,8,29,6.845679252092701
B,A,B,12,7,13,9.04247347549
C,B,A,2,10,45,11.045015501332996
C,C,B,18,3,41,12.02553725573879
C,B,C,25,12,46,17.46031479069976
C,C,C,23,6,30,21.2797466447522
C,A,B,12,8,33,9.645623328709366
C,C,B,16,1,34,14.318448310855416
C,A,C,29,8,44,12.025060510288817
C,C,A,4,2,28,11.051209697054865
C,C,C,28,4,49,19.249019096769047
B,B,C,26,13,17,16.81639038137765
C,A,C,29,7,59,13.86818310464917
C,B,C,36,11,37,19.131850722409737
C,B,C,20,12,28,19.644587916281317
C,A,C,21,7,38,15.479149163366063
A,C,C,35,4,8,10.884270764929214
C,B,A,6,10,47,12.114224626944608
A,B,B,16,14,3,7.243926895879927
C,A,A,9,9,42,7.634072649466118
C,A,B,12,9,52,9.133734138965492
B,B,B,17,12,16,12.703909684443504
A,C,B,10,6,4,9.862794677725686
A,A,A,4,8,4,3.790396446036127
B,A,B,14,8,20,5.054292167043247
B,C,C,40,3,11,16.04462543320487
A,B,C,31,10,2,13.39909671867618
A,C,C,36,0,10,11.76945932133921
C,C,A,3,1,49,11.473224956588734
C,B,B,10,12,34,13.833035408815586
C,C,A,4,4,42,13.322482773464523
C,C,B,15,1,43,13.193695584968072
C,B,C,27,13,40,14.687076423715776
B,B,A,3,10,15,8.767489121344791
C,C,A,4,0,50,12.128417559119246
C,A,C,22,9,48,12.880524788839935
C,B,B,11,13,35,11.96805437030082
B,A,C,40,9,14,11.177700008817935
A,B,C,39,10,0,10.876761542531156
C,C,A,9,4,45,9.624311516964497
C,B,A,7,11,46,10.994100669137906
C,C,C,32,6,59,17.415613622482027
C,B,C,25,13,45,15.828963503144493
C,A,B,12,8,38,9.656789300096005
C,C,C,34,2,59,19.74881690459482
C,B,C,40,12,27,16.086893265244694
A,B,A,5,11,3,6.44120040827116
C,B,C,31,13,21,15.653646521641448
A,B,C,20,12,7,11.401715435959453
C,B,C,40,10,55,17.15486525202413
C,B,A,4,12,23,11.713542937065128
B,C,C,33,6,20,15.226825067088258
B,C,A,8,3,20,11.478190371859535
A,C,C,39,1,0,12.421214053032358
A,C,C,21,0,0,15.785760040589075
B,C,B,14,2,18,9.927624724217864
A,C,C,23,3,9,15.502724817592673
C,A,C,39,7,40,12.25746055934098
C,A,C,39,8,28,15.339659767106774
A,C,C,38,1,4,17.764412318893747
C,C,A,3,0,33,12.480778735349197
C,C,A,8,5,45,11.828051060958117
C,C,C,31,5,51,17.63044693138387
C,B,C,32,10,32,18.2357324769778
C,A,C,32,9,33,11.87974390014637
A,B,C,31,13,5,12.715610320604197
B,A,C,28,7,11,10.235474869909053
C,C,A,2,0,43,10.007564405535213
A,B,A,6,11,0,7.277039283230652
A,B,A,4,10,6,7.499130478325512
B,C,C,31,1,18,12.461413687904852
A,B,C,21,11,7,13.911857221295959
C,C,C,29,1,24,18.563972391853127
C,A,C,30,9,55,14.881811074764826
C,C,C,28,5,60,17.138601297921216
C,A,B,11,7,56,9.691601817691975
C,C,C,24,5,51,21.363867536165287
C,B,C,26,12,41,16.416251011247965
C,A,C,40,7,30,14.800100094875646
A,C,A,8,0,0,6.574890265897991
B,C,C,28,0,17,12.498631768549261
C,C,B,12,1,53,15.27757689390072
A,C,B,13,0,2,10.341989522100736
B,C,C,30,5,16,14.09260850095552
C,C,C,34,3,60,20.057376130881586
C,C,C,37,6,27,20.455784619178964
C,C,C,29,2,22,19.591391291648165
B,B,B,16,13,16,13.021163673212426
A,C,C,39,5,4,13.60127878941898
C,C,B,13,3,41,14.518875538100012
C,B,A,8,10,49,10.42279309377035
C,C,C,27,6,29,18.24075837608563
C,B,C,34,10,60,15.536714004679588
C,C,A,5,1,42,12.241543319171479
C,B,C,30,14,28,18.149604661612365
C,C,C,32,3,22,15.852321326715995
C,A,B,12,8,38,9.69534450019956
C,C,A,4,3,55,9.924961654303907
B,C,C,27,1,13,14.492705564819861
A,B,C,31,11,3,9.593064204457818
C,C,B,12,0,21,14.690876348667524
B,C,A,4,5,20,10.892668398943051
A,C,C,28,1,9,12.46879092493788
A,C,A,8,1,4,7.541375796925781
C,C,B,13,6,56,13.237067798266011
C,C,C,21,5,24,18.54328161079502
C,B,A,1,12,39,9.108979584775383
C,A,A,5,7,32,7.048468299857985
C,B,C,39,13,27,17.548062133153653
C,C,B,13,0,35,14.107806125562517
C,A,B,16,8,59,10.563532953570023
A,B,B,13,13,1,8.038786250336889
C,C,B,13,0,35,15.752230871907047
B,C,B,18,3,13,12.64354300195175
C,B,A,2,12,34,11.1637124611075
C,C,B,18,0,27,12.782607724387056
C,C,B,17,0,25,13.618917615218471
C,C,C,24,2,25,16.265502988758755
B,C,C,36,1,20,20.654513430421797
A,C,C,33,3,5,13.555140466554464
A,A,C,36,9,1,12.20043881623743
A,B,A,2,11,7,5.479233085616519
C,C,C,24,5,27,14.350763225164059
C,A,C,32,8,28,12.611544723004323
C,A,C,36,9,33,14.132875306835988
C,A,B,18,9,26,9.459117885548974
C,C,B,18,2,23,13.276861725499217
C,B,C,33,10,24,16.95849477265583
A,C,C,26,2,6,16.262663493318612
C,A,C,36,9,22,13.259070397037465
C,C,C,22,5,47,19.258555986120946
C,C,A,5,4,58,10.69875777605763
C,A,C,38,9,36,17.30164633068919
C,C,B,10,3,55,13.031968721803285
C,C,B,12,1,21,13.375626791100073
B,C,C,29,2,18,16.864899225790367
C,C,C,26,2,25,17.007355526485252
C,A,A,1,7,48,9.330962283179323
C,B,A,5,10,29,10.462391889986277
C,A,C,25,7,52,16.072516522608872
A,C,C,21,0,5,15.785859680147487
C,C,C,38,1,26,19.260694218087906
C,B,C,27,10,53,14.890130750587684
C,C,C,35,3,40,16.697536508142402
C,B,A,1,14,58,10.46387106442128
C,C,A,4,0,29,11.914566425644352
C,B,A,8,10,40,11.148384946578545
C,C,C,37,5,28,18.784198465622104
C,C,B,16,0,49,13.887600485917936
C,A,C,25,7,25,12.370873253627927
A,C,B,15,2,4,10.470818395456398
C,B,A,1,12,50,9.216276873367026
B,C,C,31,5,20,14.879787619617378
C,B,B,17,14,35,14.183390243588319
A,C,C,22,1,6,12.256674946965003
C,C,A,3,6,51,13.200770534500602
A,C,C,31,0,1,15.618268270555337
A,C,B,12,3,10,10.379070901521986
C,C,C,22,6,56,18.406156056746248
C,A,A,7,9,34,8.507303939665347
B,C,A,8,2,17,13.92785359273429
B,B,C,37,14,20,17.30128420297387
A,B,B,16,13,10,8.862536192062185
C,C,C,28,2,53,16.804939111485446
B,A,C,31,9,12,14.919277114979657
A,C,C,31,6,0,12.048174782734302
B,C,B,18,1,18,8.77972202621396
A,A,A,4,9,5,3.8089991167275326
C,C,C,27,5,48,16.403161950757568
C,C,C,31,2,60,20.599127021362733
B,C,A,7,6,12,14.751016046814945
C,B,C,38,11,48,16.295175562330428
B,B,C,20,13,12,19.453133823430047
A,A,C,22,9,10,11.979293991946012
C,A,A,4,7,36,6.690812767480479
B,A,A,9,9,13,8.851349821395237
B,B,B,15,14,13,12.241686576082845
C,A,B,10,9,29,8.654805145290414
C,C,C,30,4,47,21.62539744973126
A,A,A,7,9,0,3.9778134860737544
A,C,C,38,4,10,13.362223851354772
C,C,C,35,4,59,19.456935653494597
A,C,B,15,1,5,10.895891623166795
C,A,C,27,8,26,12.748899317701795
A,C,C,27,2,6,13.92613282420243
C,A,C,22,9,60,14.330835219820724
C,C,A,8,2,56,12.722004346930493
A,A,B,15,7,10,5.338480034037701
A,C,C,34,0,10,13.854709506757546
C,C,B,10,5,60,13.690459660909212
C,A,A,8,7,38,8.931172353638459
C,A,A,5,9,51,9.224367798731329
A,C,A,5,4,3,7.230382671330204
A,A,B,17,9,1,5.819827879077971
C,A,B,11,8,55,10.646327969154985
A,B,C,32,11,9,15.181174409650085
A,C,B,18,3,3,8.493016395428956
C,C,C,37,1,36,17.1443250569259
C,C,C,22,6,37,21.16765716904359
C,B,C,23,14,59,17.02561538118652
C,A,C,27,8,39,11.640365966148245
C,C,C,34,0,30,16.32426068135978
A,C,B,11,6,10,7.994971417562666
C,B,A,2,12,29,8.971344391786207
C,C,C,37,5,42,17.473579613580085
C,A,C,37,8,41,16.18480496567858
A,C,B,17,6,2,9.128681420979019
C,A,A,1,8,25,5.080481262668156
C,A,C,26,7,47,11.989161835118388
C,B,C,24,14,59,18.411036152318175
C,A,B,17,8,48,10.14189659852953
C,C,B,17,4,53,11.576700016936186
A,C,A,1,0,5,5.919321263432216
B,C,C,38,0,18,14.070338747017503
B,C,C,32,5,20,14.1873030657701
C,C,A,7,2,45,11.784380217209218
C,A,C,34,8,32,15.303811880096987
C,C,C,37,0,30,14.684889609458786
A,B,B,19,12,8,7.747120462867054
B,B,A,3,11,20,5.187797323612063
B,C,B,19,3,20,11.17089349668751
C,B,C,23,10,24,15.178508669416603
C,B,B,10,14,50,12.728871249641493
C,A,C,40,7,57,11.760756412057203
C,B,A,7,10,45,9.050815644913449
C,C,C,36,2,29,17.91010236830727
B,B,A,8,10,12,10.108018921499836
C,C,C,35,3,58,19.30378531573106
B,C,C,26,4,16,16.32495642269362
C,C,C,40,1,57,16.179507682293263
A,B,A,4,14,3,7.554998209874045
C,C,B,12,1,36,13.706018644893575
C,B,A,5,10,59,9.074295339047518
A,C,C,20,6,7,14.278797011047146
B,B,C,33,13,13,12.689337993150508
A,B,C,22,11,9,12.230214762944433
C,C,A,8,1,27,10.890189602259138
C,C,B,14,1,54,13.003129183221418
C,C,A,2,6,45,11.343816502246895
C,C,A,2,3,30,10.961664486238671
A,C,B,19,0,7,9.114409043277394
C,B,C,34,12,35,17.498557712261707
C,B,C,31,12,40,17.983881187123227
C,C,C,23,4,50,19.937381655293816
C,C,B,18,2,50,15.81195448766423
C,A,A,3,7,43,9.290129453763656
C,C,C,32,2,58,17.33350882064737
C,B,C,27,10,48,16.999077510442632
A,C,C,25,5,5,14.824167195672485
C,C,C,38,5,58,14.819350133789808
C,B,B,18,10,23,13.457804016508904
C,C,B,14,4,27,15.201010471230745
C,A,A,2,7,39,8.602568382436374
B,B,B,16,13,18,12.997794223826673
B,B,B,11,13,11,12.78656476111674
C,A,C,30,9,22,12.15492140266308
C,C,B,10,3,57,12.666409558361197
C,C,C,21,1,47,19.49120910481163
C,C,A,2,2,33,12.316491926498392
B,C,B,11,0,18,13.470839379271768
C,A,B,16,8,36,8.509692878696972
C,C,A,3,4,35,10.934190840791192
C,C,B,13,2,46,11.934570044419132
A,C,A,1,2,3,7.3965961849900275
C,B,C,28,11,53,16.161298506316342
A,C,C,26,2,8,17.12852047739121
C,C,A,3,3,60,12.10541557899564
C,C,C,28,4,51,17.63899681426348
B,C,A,9,0,14,10.497243818233112
C,A,C,20,7,55,13.17611849799507
A,A,B,18,8,6,5.457950308413198
C,B,C,24,10,49,15.930273260330207
A,B,C,22,13,0,10.150082271223614
B,C,C,22,4,12,12.253443675517932
C,A,B,17,8,22,10.387723886834472
C,A,C,24,9,58,12.169590427854306
C,B,C,28,13,46,15.994600163354574
C,B,C,22,12,32,18.321128999112872
A,A,C,36,9,1,8.970127035362825
C,C,C,38,6,28,17.03306690126784
C,A,C,26,8,27,14.229151326945974
B,C,C,27,1,13,18.69393323437075
A,B,B,10,10,2,7.682564835113703
C,C,C,29,3,23,18.067133131693836
A,A,A,1,8,9,2.8507011762431915
B,C,C,25,3,12,15.530377749057427
C,C,C,25,4,23,15.226772337508452
C,C,C,30,3,55,17.2096590463499
C,B,B,15,10,28,13.602628739024238
C,C,C,32,2,46,18.070812754150843
B,A,A,5,9,13,7.054729339679496
C,C,C,30,3,56,16.642415889686568
C,C,C,22,5,58,21.377421339198136
C,C,A,8,6,25,13.685812935673688
C,B,C,23,11,39,19.885803636046656
C,B,C,40,12,33,18.60577051360885
C,B,B,15,13,43,13.174574601964583
C,C,A,4,3,36,12.658014593121939
B,B,A,9,12,11,10.029122080044946
A,B,A,1,12,2,4.947651357421335
B,B,C,40,13,17,13.149152346847643
A,B,C,33,11,8,10.058282066687067
A,B,C,26,11,7,10.53764393275553
A,B,A,2,14,4,5.6478520176164695
A,A,B,17,8,9,4.70037185806054
C,C,B,14,6,24,15.04879563317326
C,C,B,17,0,60,13.468852053866494
C,B,C,26,13,53,16.660917889407592
C,B,B,12,10,26,12.30179872508039
B,C,C,36,6,17,15.2537136300025
C,B,B,11,11,46,13.42126173436714
C,C,C,20,5,21,21.638870338446743
B,A,B,14,9,12,10.893159915588743
B,B,C,37,10,17,18.23904694408067
C,A,C,40,7,47,12.79032686545552
C,C,C,39,4,32,16.930215261439844
C,B,A,2,12,59,9.696386037693856
C,C,B,11,3,30,12.192245857787466
C,C,C,25,6,44,14.12080365920145
C,A,C,21,7,48,11.44841442834565
C,B,C,37,12,58,17.831828185168646
A,A,A,4,8,5,4.156934243800464
C,A,C,33,9,47,12.47825621683344
C,A,A,3,9,55,6.911069704886729
C,C,C,28,0,45,21.12376655160975
B,C,A,9,4,11,11.040750942732661
B,C,C,39,6,15,15.534568437460972
C,B,C,32,14,22,15.127847233844053
C,C,A,5,2,59,12.070371723011348
C,B,A,6,11,44,9.361687843873522
C,A,C,22,7,35,13.387104146463912
C,B,C,29,11,56,15.95449004658424
C,C,C,21,6,21,19.790528500837084
A,A,B,13,7,8,5.027553674756599
A,C,C,27,6,2,12.432900883967617
B,A,C,37,8,11,11.347301607407603
C,C,B,13,0,23,14.043361715509697
B,A,C,36,9,15,15.944598351236499
C,B,C,39,10,51,17.633130048857698
C,C,A,3,1,23,11.330527154690529
A,C,C,38,3,1,13.334184511797897
C,C,C,21,3,42,15.74653383125162
B,C,C,39,2,20,18.202300441515213
A,B,C,34,13,2,9.686297303183988
C,B,C,40,10,39,17.458884719132183
A,B,C,37,14,9,11.383964566777019
